"","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Complain","Country","YearAcquired","MonthAcquired","AcceptCombo"
"1282",1957,"Graduation","Married",47743,"None","One",56,198,2,43,0,12,20,3,4,1,6,6,"No","Yes","No","No","No","No","No","SP",2013,"Mar","No"
"1283",1949,"PhD","Married",80360,"None","None",56,1493,86,454,112,43,43,2,4,4,5,2,"No","Yes","Yes","Yes","No","No","No","SP",2013,"Mar","Yes"
"1284",1971,"Graduation","Married",66303,"None","One",56,1090,12,96,16,12,60,4,3,4,11,8,"No","Yes","No","No","No","No","No","SP",2013,"Feb","No"
"1285",1969,"Graduation","Married",52413,"None","Two",56,295,106,271,75,98,65,4,6,4,12,6,"No","No","No","No","No","No","No","CA",2013,"Feb","No"
"1286",1956,"Graduation","Single",60714,"None","None",56,216,162,224,101,92,162,2,7,4,10,5,"No","No","No","No","No","Yes","No","SA",2013,"Jan","No"
"1287",1984,"Master","Single",31385,"One","None",56,3,2,12,0,1,9,1,1,0,2,8,"Yes","No","No","No","No","Yes","No","SP",2012,"Dec","No"
"1288",1995,"2n Cycle","Single",83257,"None","None",56,536,27,590,38,107,67,1,5,10,12,6,"Yes","No","Yes","No","No","Yes","Yes","SP",2012,"Sep","Yes"
"1289",1975,"PhD","Married",80427,"None","One",56,1149,71,449,69,71,26,1,11,8,8,5,"No","No","No","No","No","No","No","IND",2012,"Sep","No"
"1290",1949,"Graduation","Together",38823,"None","One",56,70,0,11,2,8,23,1,2,1,3,6,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"1291",1977,"Graduation","Married",42014,"One","None",56,244,15,108,4,15,50,6,7,1,6,8,"No","No","No","No","No","Yes","No","CA",2012,"Aug","No"
"1292",1977,"Graduation","Married",42014,"One","None",56,244,15,108,4,15,50,6,7,1,6,8,"No","No","No","No","No","Yes","No","SA",2012,"Aug","No"
"1293",1948,"PhD","Together",76140,"None","None",57,586,66,653,17,0,26,1,5,9,6,2,"No","No","No","No","No","No","No","SP",2014,"May","No"
"1294",1964,"2n Cycle","Divorced",41713,"One","One",57,77,8,44,10,10,25,5,3,1,4,6,"No","No","No","No","No","No","No","CA",2014,"Apr","No"
"1295",1954,"PhD","Married",62670,"None","One",57,539,30,92,80,46,38,1,5,3,13,3,"No","No","No","No","No","No","No","SA",2014,"Feb","No"
"1296",1972,"2n Cycle","Married",70932,"None","One",57,200,193,100,46,185,185,2,6,2,12,3,"No","No","No","No","No","No","No","SP",2014,"Jan","No"
"1297",1951,"PhD","Married",78939,"None","None",57,794,115,243,150,0,205,1,8,5,6,3,"No","No","No","No","No","No","No","GER",2013,"Dec","No"
"1298",1960,"Graduation","Together",44512,"One","One",57,23,1,6,0,0,2,2,1,0,3,4,"No","No","No","No","No","No","No","SA",2013,"Aug","No"
"1299",1968,"Graduation","Married",63967,"None","One",57,387,84,141,73,35,162,3,4,4,12,2,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"1300",1948,"Graduation","Single",90842,"None","None",57,774,70,118,182,187,93,1,4,9,13,1,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"1301",1947,"PhD","Widow",25358,"None","One",57,19,0,5,0,0,8,2,1,0,3,6,"No","No","No","No","No","No","No","SA",2013,"Jul","No"
"1302",1982,"Graduation","Single",28567,"One","None",57,11,3,22,2,2,6,2,2,0,3,6,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"1303",1978,"Graduation","Married",66373,"One","One",57,328,9,124,12,24,109,7,4,2,10,3,"No","No","No","No","No","No","No","AUS",2013,"Jun","No"
"1304",1978,"Graduation","Married",66373,"One","One",57,328,9,124,12,24,109,7,4,2,10,3,"No","No","No","No","No","No","No","AUS",2013,"Jun","No"
"1305",1952,"Graduation","Together",83844,"None","None",57,901,31,345,75,31,191,1,4,4,11,1,"No","No","Yes","No","No","No","No","GER",2013,"May","Yes"
"1306",1952,"Graduation","Together",83844,"None","None",57,901,31,345,75,31,191,1,4,4,11,1,"No","No","Yes","No","No","No","No","SP",2013,"May","Yes"
"1307",1952,"Graduation","Together",83844,"None","None",57,901,31,345,75,31,191,1,4,4,11,1,"No","No","Yes","No","No","No","No","CA",2013,"May","Yes"
"1308",1968,"PhD","Divorced",83664,"One","One",57,866,21,151,28,21,86,3,2,2,12,5,"No","No","No","No","No","No","No","SP",2013,"May","No"
"1309",1951,"Master","Married",27450,"None","None",57,37,12,23,8,11,52,1,2,1,3,7,"No","No","No","No","No","No","No","SP",2013,"Apr","No"
"1310",1978,"PhD","Single",54880,"One","None",57,308,85,137,102,45,118,2,6,2,11,5,"No","No","No","No","No","No","No","SP",2013,"Mar","No"
"1311",1965,"PhD","Married",71322,"None","One",57,753,43,226,69,10,204,2,8,5,13,4,"No","No","No","No","No","No","No","SP",2013,"Feb","No"
"1312",1976,"PhD","Single",60000,"None","One",57,1048,0,217,0,0,12,5,11,3,5,6,"No","No","No","No","No","No","No","SP",2012,"Dec","No"
"1313",1969,"Master","Together",65176,"None","One",57,960,28,183,220,70,70,4,9,6,6,6,"No","No","No","No","No","No","No","SA",2012,"Oct","No"
"1314",1952,"PhD","Together",61010,"None","One",57,888,0,57,0,0,76,2,8,5,11,5,"No","No","No","No","No","No","No","CA",2012,"Oct","No"
"1315",1981,"Graduation","Together",31089,"One","None",57,31,3,31,2,8,4,3,3,0,4,8,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"1316",1988,"Graduation","Single",20518,"One","None",58,4,1,6,4,1,9,1,1,1,2,5,"No","No","No","No","No","No","No","SP",2014,"May","No"
"1317",1948,"PhD","Married",34469,"One","One",58,19,6,20,0,5,12,3,1,1,4,4,"No","No","No","No","No","No","No","SA",2014,"May","No"
"1318",1952,"Graduation","Married",28332,"None","None",58,14,10,13,4,15,9,1,2,1,4,2,"No","No","No","No","No","No","No","GER",2014,"Apr","No"
"1319",1965,"Graduation","Together",33456,"One","One",58,7,3,10,8,1,7,2,1,0,3,7,"No","No","No","No","No","No","No","IND",2014,"Apr","No"
"1320",1968,"PhD","Married",38443,"One","One",58,32,0,5,0,0,1,2,1,0,3,7,"No","No","No","No","No","No","No","SP",2014,"Jan","No"
"1321",1973,"Graduation","Single",65333,"None","One",58,654,7,92,0,15,30,7,9,4,8,6,"No","Yes","Yes","No","No","No","No","CA",2014,"Jan","Yes"
"1322",1952,"Graduation","Divorced",82623,"None","None",58,204,34,204,172,153,173,1,2,9,4,1,"No","No","No","No","No","No","No","SP",2013,"Nov","No"
"1323",1971,"Graduation","Married",73691,"None","One",58,707,21,250,85,43,73,2,6,2,8,2,"Yes","No","No","No","No","No","No","SP",2013,"Nov","No"
"1324",1947,"Graduation","Together",74485,"None","None",58,499,149,815,173,49,49,1,6,7,12,3,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"1325",1955,"Graduation","Together",65748,"None","One",58,172,73,93,95,78,34,2,2,4,10,1,"No","No","No","No","No","No","Yes","SP",2013,"Apr","No"
"1326",1982,"Basic","Single",24367,"One","None",58,2,4,2,0,11,5,1,1,0,2,9,"No","No","No","No","No","No","No","SP",2013,"Mar","No"
"1327",1971,"Graduation","Single",91700,"None","None",58,576,172,961,125,115,19,1,8,6,5,3,"No","No","No","No","No","Yes","No","SP",2013,"Jan","No"
"1328",1993,"Graduation","Other",79244,"None","None",58,471,102,125,212,61,245,1,4,10,7,1,"No","No","Yes","Yes","No","Yes","No","AUS",2012,"Dec","Yes"
"1329",1957,"PhD","Married",82017,"None","None",58,184,23,446,30,23,23,1,5,4,7,2,"No","Yes","Yes","Yes","No","Yes","No","CA",2012,"Nov","Yes"
"1330",1957,"Graduation","Single",58138,"None","None",58,635,88,546,172,88,88,3,8,10,4,7,"No","No","No","No","No","Yes","No","US",2012,"Sep","No"
"1331",1953,"Master","Married",59354,"None","Two",59,295,21,78,39,13,13,1,4,4,7,3,"No","No","No","No","No","No","No","CA",2014,"Apr","No"
"1332",1955,"PhD","Married",58482,"None","One",59,576,7,115,19,7,7,2,7,4,9,6,"No","Yes","No","No","No","No","No","CA",2014,"Mar","No"
"1333",1976,"Graduation","Together",29478,"One","None",59,8,0,7,3,1,1,1,1,0,3,6,"No","No","No","No","No","No","No","SP",2014,"Jan","No"
"1334",1972,"Graduation","Together",64474,"None","One",59,381,35,172,56,86,93,2,8,2,10,5,"No","No","No","No","No","No","No","SP",2013,"Oct","No"
"1335",1975,"Master","Single",31160,"One","None",59,16,3,25,6,1,13,2,2,0,3,8,"No","No","No","No","No","No","No","SA",2013,"Sep","No"
"1336",1972,"Graduation","Married",40321,"One","One",59,44,4,21,6,0,27,2,3,0,3,7,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"1337",1972,"Graduation","Married",40321,"One","One",59,44,4,21,6,0,27,2,3,0,3,7,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"1338",1971,"Graduation","Single",55239,"None","One",59,371,17,238,23,24,106,3,7,5,11,5,"No","No","No","No","No","No","No","SA",2013,"Jul","No"
"1339",1943,"PhD","Widow",57513,"None","None",59,735,40,183,52,20,30,2,9,3,13,6,"No","No","No","No","No","No","No","SP",2013,"Jul","No"
"1340",1979,"Graduation","Together",85693,"None","One",59,386,172,183,185,132,111,2,9,5,11,5,"No","No","No","No","No","No","No","CA",2013,"Apr","No"
"1341",1977,"Graduation","Married",71855,"None","One",59,548,31,422,0,112,28,4,5,5,11,3,"No","No","No","No","No","No","No","SA",2013,"Jan","No"
"1342",1976,"Basic","Married",7500,"None","None",59,6,16,11,11,1,16,1,2,0,3,8,"No","No","No","No","No","No","No","US",2012,"Nov","No"
"1343",1971,"PhD","Married",71969,"None","One",59,1000,0,76,0,0,10,3,3,4,9,8,"No","Yes","No","No","No","No","No","IND",2012,"Oct","No"
"1344",1977,"PhD","Married",28973,"None","None",59,206,0,46,3,2,12,2,5,1,5,8,"No","No","No","No","No","No","No","SP",2012,"Oct","No"
"1345",1951,"Graduation","Single",80872,"None","None",60,483,72,567,94,12,108,1,4,4,10,1,"No","No","No","No","No","No","No","SP",2014,"May","No"
"1346",1956,"PhD","Married",84117,"None","None",60,611,76,749,59,45,26,1,7,10,6,2,"No","No","Yes","No","No","No","No","CA",2014,"May","Yes"
"1347",1958,"2n Cycle","Single",38741,"One","One",60,7,10,17,8,6,13,2,2,0,3,7,"No","No","No","No","No","No","No","GER",2014,"Mar","No"
"1348",1973,"Master","Married",38961,"One","None",60,19,7,19,0,1,24,1,2,1,2,7,"No","No","No","No","No","No","No","SP",2013,"Dec","No"
"1349",1968,"Graduation","Single",75922,"None","None",60,265,138,553,224,23,92,1,4,4,9,1,"No","No","No","No","No","No","No","SA",2013,"Dec","No"
"1350",1965,"Master","Married",56962,"Two","One",60,292,3,77,10,3,26,7,6,3,5,7,"No","No","No","No","No","No","No","AUS",2013,"Oct","No"
"1351",1965,"Master","Married",56962,"Two","One",60,292,3,77,10,3,26,7,6,3,5,7,"No","No","No","No","No","No","No","SA",2013,"Oct","No"
"1352",1949,"Graduation","Widow",70165,"None","None",60,161,0,253,199,191,122,1,3,7,11,1,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"1353",1973,"Graduation","Married",65308,"None","None",60,713,0,264,120,80,34,1,7,8,12,4,"No","No","Yes","Yes","No","No","No","US",2013,"Sep","Yes"
"1354",1951,"Master","Together",29298,"One","One",60,6,0,2,2,0,1,1,1,0,2,5,"No","No","No","No","No","No","No","SP",2013,"Sep","No"
"1355",1967,"PhD","Married",63246,"None","Two",60,593,30,91,29,22,7,1,6,3,12,4,"No","No","No","No","No","No","No","SP",2013,"Aug","No"
"1356",1952,"Graduation","Together",33402,"One","One",60,26,2,19,10,5,8,3,2,1,3,8,"No","No","No","No","No","No","No","GER",2013,"Jul","No"
"1357",1990,"Graduation","Single",96843,"None","None",60,448,71,951,40,17,17,1,6,11,10,2,"No","No","Yes","No","No","Yes","No","SP",2013,"Apr","Yes"
"1358",1986,"PhD","Married",82333,"None","None",60,1311,0,359,46,89,17,1,4,3,10,2,"No","No","Yes","No","No","Yes","No","GER",2013,"Mar","Yes"
"1359",1949,"Graduation","Widow",72643,"None","None",60,526,80,553,123,94,53,1,3,10,7,2,"No","No","No","Yes","No","Yes","No","SP",2013,"Feb","Yes"
"1360",1982,"PhD","Together",32313,"One","None",60,86,4,56,2,4,7,3,4,0,4,9,"No","No","No","No","No","No","No","SP",2013,"Feb","No"
"1361",1956,"Master","Single",55284,"None","One",60,547,7,140,0,7,63,3,7,5,8,5,"No","No","No","No","No","No","No","IND",2012,"Dec","No"
"1362",1979,"Graduation","Divorced",15287,"One","None",60,1,2,8,4,3,13,2,1,1,2,7,"Yes","No","No","No","No","Yes","No","SA",2012,"Oct","No"
"1363",1979,"Graduation","Divorced",15287,"One","None",60,1,2,8,4,3,13,2,1,1,2,7,"Yes","No","No","No","No","Yes","No","SP",2012,"Oct","No"
"1364",1987,"PhD","Married",51563,"None","None",60,1166,0,48,0,0,36,1,4,4,10,8,"No","Yes","Yes","No","No","No","No","SA",2012,"Oct","Yes"
"1365",1976,"Master","Married",81929,"One","None",60,1486,55,278,49,0,185,2,4,4,10,6,"Yes","No","Yes","No","No","Yes","No","AUS",2012,"Sep","Yes"
"1366",1953,"PhD","Together",53593,"One","One",60,349,4,78,6,0,43,8,7,2,6,8,"No","No","No","No","No","No","No","AUS",2012,"Aug","No"
"1367",1973,"Master","Married",60432,"None","One",61,365,3,15,4,3,11,5,7,2,5,6,"No","No","No","No","No","No","No","SA",2014,"Mar","No"
"1368",1957,"Master","Married",66726,"One","One",61,349,7,35,0,0,47,3,8,2,4,7,"No","Yes","No","No","No","No","No","SP",2014,"Jan","No"
"1369",1959,"Graduation","Single",62450,"None","One",61,515,47,267,62,66,38,2,5,5,4,3,"No","Yes","No","No","No","No","No","IND",2014,"Jan","No"
"1370",1975,"2n Cycle","Single",49514,"One","None",61,88,39,78,58,13,93,2,6,1,4,7,"No","No","No","No","No","No","No","IND",2013,"Dec","No"
"1371",1972,"PhD","Married",43269,"One","None",61,10,1,7,0,0,1,1,1,0,2,8,"No","No","No","No","No","No","No","GER",2013,"Sep","No"
"1372",1959,"PhD","Married",33762,"Two","One",61,53,1,34,2,0,16,3,2,2,2,8,"No","No","No","No","No","No","No","CA",2013,"Jul","No"
"1373",1966,"Graduation","Together",60894,"None","One",61,606,7,155,10,0,54,5,10,3,8,7,"No","No","No","No","No","No","No","SP",2013,"Jun","No"
"1374",1959,"Graduation","Together",87771,"None","One",61,1492,38,287,50,57,33,1,5,10,4,6,"No","Yes","Yes","Yes","Yes","Yes","No","SP",2013,"May","Yes"
"1375",1959,"Graduation","Together",87771,"None","One",61,1492,38,287,50,57,33,1,5,10,4,6,"No","Yes","Yes","Yes","Yes","Yes","No","CA",2013,"May","Yes"
"1376",1955,"Graduation","Married",50737,"None","One",61,78,0,11,0,0,10,1,2,0,4,6,"No","Yes","No","No","No","No","No","SP",2013,"May","No"
"1377",1956,"Graduation","Divorced",26150,"Two","One",61,5,1,13,3,5,1,1,1,0,3,7,"No","No","No","No","No","No","No","SP",2013,"Mar","No"
"1378",1951,"Graduation","Married",57304,"None","One",61,356,80,329,138,17,106,2,7,6,10,5,"No","No","No","No","No","No","No","SP",2013,"Mar","No"
"1379",1951,"Graduation","Married",71107,"None","One",61,533,10,217,198,174,195,2,7,6,13,4,"No","No","No","No","No","No","No","SP",2013,"Feb","No"
"1380",1975,"Master","Together",53253,"One","One",61,216,9,57,20,9,125,7,4,3,5,5,"No","No","No","No","No","No","No","CA",2013,"Feb","No"
"1381",1958,"Graduation","Married",81320,"None","None",61,183,33,493,59,103,57,1,4,3,10,2,"No","No","No","No","No","No","No","SA",2013,"Feb","No"
"1382",1992,"2n Cycle","Married",87000,"None","None",61,196,25,607,67,17,49,1,4,6,7,2,"No","No","No","No","No","No","No","AUS",2012,"Dec","No"
"1383",1974,"Graduation","Married",40049,"None","One",61,91,65,52,10,44,28,3,3,2,6,5,"No","No","No","No","No","No","No","IND",2012,"Nov","No"
"1384",1970,"Graduation","Married",63684,"None","One",61,575,80,428,208,93,80,3,8,4,8,5,"No","No","No","No","No","No","No","SP",2012,"Nov","No"
"1385",1970,"Graduation","Married",69016,"None","One",61,726,53,363,123,107,161,4,8,9,13,5,"No","No","No","No","No","No","No","SP",2012,"Nov","No"
"1386",1979,"Graduation","Married",7500,"None","One",61,5,2,3,3,0,5,1,1,0,2,8,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"1387",1957,"Graduation","Married",73803,"None","One",61,833,80,363,52,26,174,2,9,5,6,6,"Yes","No","No","No","No","Yes","No","CA",2012,"Aug","No"
"1388",1973,"2n Cycle","Married",46094,"One","One",62,12,2,20,3,2,5,1,1,0,3,7,"No","No","No","No","No","No","No","SP",2014,"Jun","No"
"1389",1973,"PhD","Married",85844,"None","None",62,938,19,843,25,95,38,1,6,6,7,2,"No","No","Yes","No","No","No","No","SP",2014,"May","Yes"
"1390",1955,"Master","Married",38452,"One","One",62,56,0,14,0,0,2,3,3,0,3,7,"No","No","No","No","No","No","No","SP",2014,"Mar","No"
"1391",1955,"Master","Married",38452,"One","One",62,56,0,14,0,0,2,3,3,0,3,7,"No","No","No","No","No","No","No","SP",2014,"Mar","No"
"1392",1955,"Graduation","Married",80395,"None","None",62,445,25,706,80,76,48,1,6,5,12,2,"No","No","No","Yes","No","No","No","AUS",2013,"Nov","Yes"
"1393",1988,"Graduation","Together",87679,"None","None",62,1259,172,815,97,148,33,1,7,11,10,4,"Yes","No","Yes","Yes","No","Yes","No","CA",2013,"Jul","Yes"
"1394",1949,"Master","Divorced",35416,"None","None",62,248,3,81,4,3,51,3,7,1,5,8,"No","No","No","No","No","No","No","SA",2013,"Jun","No"
"1395",1946,"PhD","Together",44124,"None","One",62,284,0,55,0,6,52,4,6,2,5,8,"No","No","No","No","No","No","No","SP",2013,"May","No"
"1396",1958,"PhD","Single",50729,"One","One",62,239,13,143,45,4,52,9,6,2,7,6,"No","No","No","No","No","No","No","SA",2013,"May","No"
"1397",1953,"Graduation","Together",94384,"None","None",62,1111,24,790,160,45,172,0,5,8,5,2,"No","Yes","Yes","Yes","No","Yes","No","SA",2013,"Mar","Yes"
"1398",1953,"Graduation","Together",94384,"None","None",62,1111,24,790,160,45,172,0,5,8,5,2,"No","Yes","Yes","Yes","No","Yes","No","SP",2013,"Mar","Yes"
"1399",1990,"Graduation","Single",34412,"One","None",62,52,12,50,4,36,55,3,5,0,3,9,"No","No","No","No","No","No","No","AUS",2013,"Feb","No"
"1400",1985,"Graduation","Married",31158,"One","None",62,25,6,16,20,0,5,2,2,0,3,8,"No","No","No","No","No","No","No","SP",2013,"Jan","No"
"1401",1951,"Graduation","Married",34838,"One","One",62,28,23,29,29,14,47,3,2,1,4,6,"No","No","No","No","No","No","No","CA",2013,"Jan","No"
"1402",1979,"Graduation","Married",56775,"None","One",62,614,35,160,58,35,35,2,5,8,10,5,"No","No","No","No","No","No","No","SP",2013,"Jan","No"
"1403",1949,"PhD","Widow",54356,"None","One",62,710,15,30,20,0,0,3,11,2,8,8,"No","No","No","No","No","Yes","No","SP",2012,"Nov","No"
"1404",1978,"PhD","Married",72159,"None","None",62,322,53,899,34,40,53,1,4,6,10,2,"No","No","No","No","No","No","No","SP",2012,"Oct","No"
"1405",1991,"Graduation","Single",8028,"None","None",62,73,18,66,7,12,2,15,0,1,0,19,"No","No","No","No","No","No","No","SP",2012,"Sep","No"
"1406",1952,"Master","Together",55951,"None","One",62,1241,0,80,0,13,40,3,3,6,11,8,"No","Yes","No","No","Yes","No","No","SA",2012,"Aug","Yes"
"1407",1949,"PhD","Together",67911,"None","One",63,529,0,356,63,28,0,3,6,7,11,3,"No","No","No","No","No","No","No","SP",2014,"May","No"
"1408",1949,"PhD","Together",67911,"None","One",63,529,0,356,63,28,0,3,6,7,11,3,"No","No","No","No","No","No","No","GER",2014,"May","No"
"1409",1973,"PhD","Together",20427,"One","None",63,5,0,4,0,0,1,1,1,0,2,8,"No","No","No","No","No","No","No","SP",2014,"Mar","No"
"1410",1970,"PhD","Single",32303,"None","One",63,35,0,2,0,0,2,2,1,0,4,5,"No","No","No","No","No","No","No","IND",2014,"Mar","No"
"1411",1968,"PhD","Married",55954,"None","One",63,447,0,28,0,0,43,3,8,2,6,7,"No","No","No","No","No","No","No","AUS",2014,"Mar","No"
"1412",1976,"PhD","Together",49187,"None","One",63,81,1,31,2,1,0,1,1,1,5,2,"No","No","No","No","No","No","No","SP",2014,"Jan","No"
"1413",1972,"Master","Together",49854,"One","None",63,123,17,171,39,0,30,5,6,2,5,6,"No","No","No","No","No","No","No","CA",2013,"Nov","No"
"1414",1978,"Graduation","Divorced",63693,"None","One",63,587,43,337,42,87,54,3,11,6,9,6,"No","No","No","No","No","No","No","SA",2013,"Oct","No"
"1415",1978,"Graduation","Divorced",63693,"None","One",63,587,43,337,42,87,54,3,11,6,9,6,"No","No","No","No","No","No","No","SA",2013,"Oct","No"
"1416",1985,"Master","Married",19510,"Two","None",63,9,0,7,3,4,7,2,1,0,3,7,"No","No","No","No","No","No","No","CA",2013,"Sep","No"
"1417",1959,"Graduation","Divorced",52332,"None","None",63,212,5,33,7,0,2,1,3,2,6,4,"No","Yes","No","No","No","No","No","IND",2013,"Aug","No"
"1418",1973,"Graduation","Together",55593,"None","One",63,293,8,124,11,4,106,2,6,6,3,6,"Yes","No","No","No","No","No","No","IND",2013,"Aug","No"
"1419",1949,"Graduation","Together",54591,"None","One",63,376,4,94,12,9,24,3,6,2,8,5,"No","No","No","No","No","No","No","AUS",2013,"Aug","No"
"1420",1949,"2n Cycle","Widow",74859,"None","None",63,570,73,614,133,102,73,1,6,5,11,3,"No","No","No","Yes","No","No","No","CA",2013,"Jun","Yes"
"1421",1971,"Graduation","Divorced",40851,"One","One",63,23,1,7,0,4,24,1,1,1,2,7,"No","No","No","No","No","No","No","CA",2013,"Feb","No"
"1422",1949,"PhD","Married",58607,"None","One",63,867,0,86,0,0,19,3,2,3,9,8,"No","Yes","No","No","No","No","No","US",2012,"Dec","No"
"1423",1992,"Basic","Single",7500,"One","None",63,10,17,18,8,26,40,4,3,2,2,9,"No","No","No","No","No","No","No","SP",2012,"Dec","No"
"1424",1975,"PhD","Single",52614,"None","One",63,789,0,142,12,9,38,2,2,4,8,8,"No","No","No","No","No","No","No","SP",2012,"Dec","No"
"1425",1975,"PhD","Single",52614,"None","One",63,789,0,142,12,9,38,2,2,4,8,8,"No","No","No","No","No","No","No","ME",2012,"Dec","No"
"1426",1974,"Graduation","Married",67445,"None","One",63,757,80,217,29,80,11,5,9,6,12,6,"No","No","No","No","No","No","No","SP",2012,"Aug","No"
"1427",1974,"Graduation","Married",67445,"None","One",63,757,80,217,29,80,11,5,9,6,12,6,"No","No","No","No","No","No","No","IND",2012,"Aug","No"
"1428",1974,"Graduation","Married",67445,"None","One",63,757,80,217,29,80,11,5,9,6,12,6,"No","No","No","No","No","No","No","AUS",2012,"Aug","No"
